,message,target,source,short
344,The selection was probably the worst I've seen in Vegas.....there was none.,0,yelp,selection probably bad see Vegas
345,Pretty good beer selection too.,1,yelp,pretty good beer selection
346,"This place is like Chipotle, but BETTER.",1,yelp,place like Chipotle BETTER
347,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,yelp,classy warm atmosphere fun fresh appetizer succulent steak baseball steak
348,5 stars for the brick oven bread app!,1,yelp,star brick oven bread app
349,"I have eaten here multiple times, and each time the food was delicious.",1,yelp,eat multiple time time food delicious
350,We sat another ten minutes and finally gave up and left.,0,yelp,sit minute finally give leave
351,He was terrible!,0,yelp,terrible
352,Everyone is treated equally special.,1,yelp,treat equally special
353,It shouldn't take 30 min for pancakes and eggs.,0,yelp,min pancake egg
354,It was delicious!!!,1,yelp,delicious
355,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,yelp,good staff genuinely pleasant enthusiastic real treat
356,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,yelp,sadly gordon ramsey Steak place shall sharply avoid trip Vegas
357,As always the evening was wonderful and the food delicious!,1,yelp,evening wonderful food delicious
358,Best fish I've ever had in my life!,1,yelp,good fish life
359,(The bathroom is just next door and very nice.),1,yelp,bathroom door nice
360,The buffet is small and all the food they offered was BLAND.,0,yelp,buffet small food offer bland
361,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,yelp,outstanding little restaurant good food taste
362,Pretty cool I would say.,1,yelp,pretty cool
363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,yelp,definitely turn doubt buy
364,Server did a great job handling our large rowdy table.,1,yelp,server great job handle large rowdy table
365,"I find wasting food to be despicable, but this just wasn't food.",0,yelp,find waste food despicable food
366,My wife had the Lobster Bisque soup which was lukewarm.,0,yelp,wife lobster bisque soup lukewarm
367,Would come back again if I had a sushi craving while in Vegas.,1,yelp,come sushi craving Vegas
368,"The staff are great, the ambiance is great.",1,yelp,staff great ambiance great
369,He deserves 5 stars.,1,yelp,deserve star
370,I left with a stomach ache and felt sick the rest of the day.,0,yelp,leave stomach ache feel sick rest day
371,They dropped more than the ball.,0,yelp,drop ball
372,"The dining space is tiny, but elegantly decorated and comfortable.",1,yelp,dining space tiny elegantly decorate comfortable
373,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,yelp,customize order way like usual eggplant green bean stir fry love
374,And the beans and rice were mediocre at best.,0,yelp,bean rice mediocre good
375,Best tacos in town by far!!,1,yelp,good taco town far
376,I took back my money and got outta there.,0,yelp,take money get outta
377,"In an interesting part of town, this place is amazing.",1,yelp,interesting town place amazing
378,RUDE & INCONSIDERATE MANAGEMENT.,0,yelp,rude inconsiderate management
379,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,yelp,staff friendly wait time serve horrible say hi minute
380,I won't be back.,0,yelp,will
381,They have great dinners.,1,yelp,great dinner
382,The service was outshining & I definitely recommend the Halibut.,1,yelp,service outshine definitely recommend halibut
383,The food was terrible.,0,yelp,food terrible
384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,yelp,tell people happened
385,I don't recommend unless your car breaks down in front of it and you are starving.,0,yelp,recommend car break starve
386,I will come back here every time I'm in Vegas.,1,yelp,come time Vegas
387,This place deserves one star and 90% has to do with the food.,0,yelp,place deserve star food
388,This is a disgrace.,0,yelp,disgrace
389,Def coming back to bowl next time,1,yelp,def come bowl time
390,"If you want healthy authentic or ethic food, try this place.",1,yelp,want healthy authentic ethic food try place
391,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,yelp,continue come lady night andddd date night highly recommend place area
392,"I have been here several times in the past, and the experience has always been great.",1,yelp,time past experience great
393,We walked away stuffed and happy about our first Vegas buffet experience.,1,yelp,walk away stuffed happy Vegas buffet experience
394,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,yelp,service excellent price pretty reasonable considering Vegas locate inside Crystals shopping mall Aria
395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,yelp,summarize food incredible nay transcendant bring joy like memory pneumatic condiment dispenser
396,I'm probably one of the few people to ever go to Ians and not like it.,0,yelp,probably people Ians like
397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,yelp,kid pizza hit lot great dish option kiddos
398,Service is perfect and the family atmosphere is nice to see.,1,yelp,service perfect family atmosphere nice
399,Cooked to perfection and the service was impeccable.,1,yelp,cook perfection service impeccable
400,This one is simply a disappointment.,0,yelp,simply disappointment
401,"Overall, I was very disappointed with the quality of food at Bouchon.",0,yelp,overall disappointed quality food Bouchon
402,I don't have to be an accountant to know I'm getting screwed!,0,yelp,accountant know get screw
403,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,yelp,great place eat remind little mom pop shop san francisco bay area
404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,yelp,Today taste buldogis gourmet hot dog tell think possible
405,Left very frustrated.,0,yelp,leave frustrated
406,I'll definitely be in soon again.,1,yelp,definitely soon
407,Food was really good and I got full petty fast.,1,yelp,food good get petty fast
408,Service was fantastic.,1,yelp,service fantastic
409,TOTAL WASTE OF TIME.,0,yelp,total waste time
410,I don't know what kind it is but they have the best iced tea.,1,yelp,know kind well iced tea
411,"Come hungry, leave happy and stuffed!",1,yelp,come hungry leave happy stuff
412,"For service, I give them no stars.",0,yelp,service star
413,I can assure you that you won't be disappointed.,1,yelp,assure will disappoint
414,I can take a little bad service but the food sucks.,0,yelp,little bad service food suck
415,Gave up trying to eat any of the crust (teeth still sore).,0,yelp,give try eat crust tooth sore
416,But now I was completely grossed out.,0,yelp,completely grossed
417,I really enjoyed eating here.,1,yelp,enjoy eat
418,First time going but I think I will quickly become a regular.,1,yelp,time go think quickly regular
419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,yelp,server nice look little overwhelmed need stay professional friendly end
420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,yelp,dinner companion tell fresh nice texture taste
421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,yelp,ground right table large smear step track pile green bird poop
422,"Furthermore, you can't even find hours of operation on the website!",0,yelp,furthermore find hours operation website
423,We've tried to like this place but after 10+ times I think we're done with them.,0,yelp,try like place + time think
424,What a mistake that was!,0,yelp,mistake
425,No complaints!,1,yelp,complaint
426,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,yelp,seriously good pizza expert connisseur topic
427,Waiter was a jerk.,0,yelp,waiter jerk
428,"Strike 2, who wants to be rushed.",0,yelp,strike want rush
429,These are the nicest restaurant owners I've ever come across.,1,yelp,nice restaurant owner come
430,I never come again.,0,yelp,come
431,We loved the biscuits!!!,1,yelp,love biscuit
432,Service is quick and friendly.,1,yelp,service quick friendly
433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,yelp,order appetizer take minute pizza minute
434,So absolutley fantastic.,1,yelp,absolutley fantastic
435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,yelp,huge awkward 1.5 lb piece cow 3/4ths gristle fat
